True Class, Assigned Class, Correct, Predicted Score, C0, C1, C2, C3, C4, C5, C6, C7, C8, C9
0, 0, 1, 0.99666960138, 0.99666960138, 6.45085462073e-06, 0.00131272006961, 0.000453578001101, 6.01661255066e-06, 0.000768864814217, 7.55012097378e-05, 2.19089721392e-06, 0.000692259647188, 1.28165136181e-05, 
6, 6, 1, 0.923240210251, 0.00348572266779, 0.000415855543626, 0.0360521382929, 0.00231160155531, 0.00199774460389, 0.0113916099971, 0.923240210251, 0.000198490342936, 0.0205374383796, 0.000369188365962, 
9, 9, 1, 0.979299946999, 9.20828021282e-05, 9.90757335629e-06, 0.000136102952359, 0.000569361051376, 0.00566935323682, 0.000111857152108, 2.85108581062e-05, 0.0134396923928, 0.000643184982155, 0.979299946999, 
0, 0, 1, 0.997887713038, 0.997887713038, 2.11046374614e-06, 4.40845663381e-05, 7.12480252244e-06, 6.37715691352e-05, 0.000157376632568, 5.11034477037e-06, 1.27462177163e-05, 0.000301982832344, 0.00151797953328, 
1, 1, 1, 0.997739138288, 4.05205939518e-07, 0.997739138288, 8.88489736884e-05, 0.00109626679226, 4.08536505791e-06, 1.7486437115e-05, 6.61310278045e-06, 2.87069401922e-05, 0.000990984351534, 2.74645432319e-05, 
5, 5, 1, 0.946792108762, 0.000846542819453, 0.00121113940706, 0.00168608771837, 0.0375657051255, 0.000159896599379, 0.946792108762, 0.000125559203949, 0.000126735268254, 0.0112955000144, 0.000190725082114, 
9, 9, 1, 0.968245363619, 0.000175091951535, 1.68926068346e-05, 0.000825870973018, 0.000729383809146, 0.00848793956851, 6.69727255407e-05, 9.44342780938e-05, 0.0196360586991, 0.00172199176912, 0.968245363619, 
7, 7, 1, 0.990893680929, 0.000788297178869, 1.136515538e-06, 0.000480332656283, 0.00762738916469, 1.88078814137e-05, 2.00091751344e-05, 1.33834552725e-06, 0.990893680929, 6.10731927362e-06, 0.000162900834164, 
3, 3, 1, 0.728380902546, 0.0044635134594, 0.00495558284564, 0.106826365714, 0.728380902546, 0.00457284082332, 0.0464534824966, 0.0195424144926, 0.00435106372545, 0.0752810192253, 0.00517281467137, 
4, 4, 1, 0.996885024349, 7.99957108222e-05, 5.45250969953e-06, 0.000405696368343, 0.00016909211444, 0.996885024349, 0.000193601738064, 0.000112028613146, 0.00039398920089, 8.73748931068e-05, 0.00166774450223, 
9, 9, 1, 0.947438527554, 0.000170607330173, 8.69723090349e-06, 8.00621903347e-06, 0.00105917848799, 0.00130857235698, 6.66278127749e-05, 1.16974615265e-06, 0.0496755058319, 0.000263107429708, 0.947438527554, 
6, 6, 1, 0.990482138794, 5.63944484463e-05, 5.24986260955e-06, 0.000602012547519, 0.000124766574425, 0.000318817102267, 0.00760365509876, 0.990482138794, 9.15860726605e-07, 0.000742361754151, 6.36879573165e-05, 
6, 6, 1, 0.938742248175, 0.000156653961946, 0.00125064249484, 0.00699131045547, 0.000346809353999, 0.0398385369773, 0.000388556727983, 0.938742248175, 0.00927573203459, 0.00134346121808, 0.0016660486008, 
5, 5, 1, 0.980672351522, 0.000936982320337, 0.000119576958195, 0.000791552348311, 0.00199183517436, 0.00112083729976, 0.980672351522, 0.0107638653479, 0.000135964928419, 0.00228412559064, 0.00118290850984, 
4, 4, 1, 0.923939923695, 0.000430304513631, 0.000340041956413, 0.00500305061457, 0.00175299408857, 0.923939923695, 0.00115242364027, 0.000590597291926, 0.041705035177, 0.000498707078191, 0.0245869219445, 
0, 0, 1, 0.999959572621, 0.999959572621, 1.12853652429e-08, 3.05422354596e-06, 1.76695891804e-08, 1.01685866884e-06, 4.61638015549e-07, 3.3450237972e-05, 3.44301886424e-08, 2.11989358085e-07, 2.1690466355e-06, 
7, 7, 1, 0.98632813538, 0.000308867419376, 1.00071759485e-05, 0.0010977544841, 0.00176288560225, 0.00029426866562, 0.00025393546153, 5.58822253014e-06, 0.98632813538, 5.6154203667e-05, 0.00988240338506, 
4, 4, 1, 0.996993396878, 5.01309285271e-05, 8.65722826246e-07, 0.000173080997696, 4.40156112419e-05, 0.996993396878, 0.000125951008325, 3.49274935325e-05, 0.000133822046858, 0.00026037043106, 0.00218343888216, 
0, 0, 1, 0.999784722125, 0.999784722125, 1.35271455313e-07, 7.64131089827e-05, 5.09460944164e-05, 4.34799531874e-07, 3.13927341703e-05, 1.59189711641e-07, 1.92008946124e-07, 4.63868236045e-05, 9.217844366e-06, 
1, 1, 1, 0.988371133024, 4.98923129459e-05, 0.988371133024, 0.000357966856203, 0.00275593061402, 0.000136124648933, 0.00318736636527, 0.000499597752382, 0.000404871805744, 0.0040008567243, 0.000236259895931, 
3, 3, 1, 0.997586570812, 7.02789498608e-07, 9.10644448994e-07, 7.77722150601e-07, 0.997586570812, 7.19689804293e-07, 0.00136898501085, 4.4589421174e-07, 0.000575441381593, 5.94288599543e-05, 0.000406017195126, 
1, 1, 1, 0.979397931969, 5.29516090805e-05, 0.979397931969, 0.000826500640654, 0.0111527953688, 0.000511257686554, 0.00202282721913, 0.000204467570646, 0.00250443869562, 0.00157151635944, 0.00175531288146, 
3, 3, 1, 0.992988184391, 6.54652193458e-06, 7.09736663881e-06, 1.1106555077e-05, 0.992988184391, 1.4994134826e-05, 0.00511843656728, 2.36411237559e-06, 5.19664340757e-06, 0.00167499221776, 0.000171081489489, 
4, 4, 1, 0.322300524987, 0.129704356487, 0.0158028421113, 0.0717320108137, 0.018019480309, 0.221767205546, 0.138463067954, 0.322300524987, 0.0232594325144, 0.02906368086, 0.0298873984178, 
7, 7, 1, 0.995143801139, 5.11669105045e-06, 3.30688791893e-06, 0.00233568751451, 0.00102336712488, 1.43212087653e-05, 3.1772774986e-06, 3.89833923356e-07, 0.995143801139, 8.28791298418e-05, 0.00138795319281, 
2, 2, 1, 0.999030133407, 4.63103783093e-07, 1.8741589352e-07, 0.999030133407, 0.000383650806833, 2.63077578249e-06, 0.000441610989878, 5.52852995841e-05, 8.91445257223e-07, 8.48064722698e-05, 3.40284158096e-07, 
7, 7, 1, 0.980321821068, 0.00014200738602, 1.15884662724e-05, 0.00474513264182, 0.00885819297932, 0.000119297914076, 0.000103040683443, 1.79591586351e-05, 0.980321821068, 0.00014660133172, 0.00553435837054, 
1, 1, 1, 0.99598872466, 7.07103962056e-06, 0.99598872466, 0.000108345533049, 0.00056558693398, 4.01032644695e-05, 0.000403880477903, 3.13341625802e-05, 0.000617237682745, 0.00203407770067, 0.000203638545213, 
2, 2, 1, 0.818315210269, 0.00384260576683, 0.00692872084673, 0.818315210269, 0.123393130025, 0.000255692375096, 0.0274074400509, 0.00546514476824, 0.000343112445165, 0.0137048171515, 0.000344126301642, 
1, 1, 1, 0.99379770675, 4.30595165241e-06, 0.99379770675, 0.000100150356007, 0.000577908317973, 1.63841188198e-05, 5.8161523586e-05, 3.66068856341e-05, 5.44024655781e-05, 0.00530534956458, 4.90240657673e-05, 
1, 1, 1, 0.975352166681, 0.000190483305437, 0.975352166681, 0.00489234500337, 0.00445888699589, 0.000414159387459, 0.0044586412794, 0.000930791459787, 0.00540154071045, 0.00231232400087, 0.0015886611767, 
7, 7, 1, 0.937951798281, 6.41127764082e-05, 3.64383166368e-05, 0.00374984304525, 0.0072086276451, 0.000671109784981, 0.000361017701473, 1.70604080011e-05, 0.937951798281, 9.01227851456e-05, 0.0498498692555, 
4, 4, 1, 0.980073214625, 3.81983298811e-06, 9.3245824997e-05, 0.000489108352751, 0.000165861237125, 0.980073214625, 1.56901107368e-05, 2.10762026229e-05, 0.00158719866201, 0.000319884829659, 0.017230900322, 
2, 2, 1, 0.925203807462, 0.00104059825385, 0.0311219485209, 0.925203807462, 0.0160117363775, 0.00266051898002, 0.0059067197591, 0.00799529231228, 0.000548303487351, 0.0090993377663, 0.000411737081212, 
3, 3, 1, 0.951175065774, 6.4326624847e-05, 0.00332755682074, 0.00581803377506, 0.951175065774, 0.000116421843866, 0.0321920866862, 0.00359397084131, 0.000199265970593, 0.00298327680393, 0.000529994859838, 
5, 5, 1, 0.974770860572, 0.00329249813459, 7.81189481065e-05, 0.00026217999784, 0.0155393006946, 0.000162974702222, 0.974770860572, 0.000570463827832, 2.41233729683e-05, 0.00491747456443, 0.000382005185665, 
1, 1, 1, 0.910970796323, 0.000121320406026, 0.910970796323, 0.0095384360709, 0.0634735599387, 0.000985956225174, 0.00275786748254, 0.00034347038586, 0.00150531950119, 0.00739766722444, 0.002905606442, 
2, 2, 1, 0.976489506153, 0.000267276444947, 0.00193679800872, 0.976489506153, 0.00362871473279, 0.00764830899439, 0.00216586305759, 0.00499010612859, 0.000806568738197, 0.000988334691441, 0.00107852305019, 
4, 4, 1, 0.991230783725, 1.22117123024e-05, 8.72301334829e-06, 1.00733015634e-05, 1.89894695807e-05, 0.991230783725, 2.17991478937e-05, 1.02485996585e-05, 2.88854565952e-05, 0.00192872979772, 0.00672955577675, 
4, 4, 1, 0.997276876645, 2.3585730888e-05, 1.753998288e-06, 0.000289915861143, 9.6177398594e-06, 0.997276876645, 1.49534394782e-06, 7.39889667547e-05, 0.000781391410103, 7.26303355033e-05, 0.00146874396806, 
6, 6, 1, 0.995966227528, 0.00219442071104, 3.93475661994e-06, 0.000463681872002, 0.000221960939153, 5.90257392032e-05, 0.00098435032895, 0.995966227528, 1.55746855161e-06, 9.14179108103e-05, 1.34227452177e-05, 
3, 3, 1, 0.997366496854, 8.44491184447e-05, 4.08617186976e-06, 0.00134265896514, 0.997366496854, 3.89665391692e-06, 0.000506367688374, 1.82812297055e-05, 0.000133120582987, 0.000366072876146, 0.000174569859437, 
5, 5, 1, 0.982740586234, 0.0065366385779, 6.52530482409e-05, 0.000175260399543, 0.00219504043359, 0.00231944797258, 0.982740586234, 0.0010425257382, 0.000735436392016, 0.00171522549811, 0.00247458570619, 
5, 5, 1, 0.97358057441, 0.000948099583292, 0.00080964567345, 0.000552723107763, 0.0153312467362, 0.00227086418776, 0.97358057441, 0.000439983988317, 0.000497587139116, 0.0036366004601, 0.00193267471396, 
6, 6, 1, 0.97263414386, 0.000186819447341, 0.000147216402095, 0.0210574841625, 0.000592937798264, 0.000211325627373, 0.000542378568008, 0.97263414386, 7.20509894899e-05, 0.00446471811374, 9.09250310656e-05, 
0, 0, 1, 0.990643262607, 0.990643262607, 1.72403457471e-05, 8.05488461042e-05, 9.29117742308e-05, 6.31007743788e-05, 0.00256146412044, 9.53119418658e-05, 2.60466725008e-05, 0.00629839307038, 0.000121719846888, 
4, 4, 1, 0.999219222932, 4.59711872074e-07, 2.79953811591e-07, 6.61311613485e-07, 3.28119146155e-07, 0.999219222932, 5.37556595113e-05, 4.33187821272e-05, 2.62834091017e-05, 0.000509711945393, 0.000145978175229, 
1, 1, 1, 0.984135002379, 7.2945698497e-05, 0.984135002379, 0.00279756302673, 0.00345643722728, 0.00015068114361, 0.000345973890774, 4.02923490022e-05, 0.00502515174969, 0.00279554746113, 0.00118040507478, 
9, 9, 1, 0.980781498055, 4.80570610865e-05, 1.54998625808e-06, 3.4998870769e-05, 0.000150589517995, 0.0070857401049, 2.3973593207e-05, 1.21278761923e-05, 0.0116598734728, 0.000201591462176, 0.980781498055, 
5, 5, 1, 0.945964000183, 0.00716909455601, 0.00359593142998, 0.00079837557006, 0.000975486633741, 0.00159853890765, 0.945964000183, 0.00103025321718, 0.0331974062735, 0.00416771351005, 0.00150319971883, 
7, 7, 1, 0.989758111188, 2.39950828594e-05, 1.13736569533e-05, 0.000315958648845, 0.00831987954133, 7.04880170832e-05, 2.66028650522e-05, 2.70587120017e-06, 0.989758111188, 9.51776652246e-06, 0.00146136736207, 
8, 8, 1, 0.734050118749, 0.00221130130133, 8.64173237022e-05, 0.246965186249, 0.000627937727137, 0.0005594509986, 0.00827308567733, 0.00462165244123, 3.59309401967e-05, 0.734050118749, 0.0025689185924, 
9, 9, 1, 0.834939046935, 0.000390874370215, 0.000437823608983, 0.00844338862899, 0.00491854895672, 0.104709713559, 0.0144707160676, 0.00304220873974, 0.0125063858037, 0.01614129333, 0.834939046935, 
3, 3, 1, 0.594066576357, 0.0035579990968, 0.0211403080922, 0.26703504407, 0.594066576357, 0.00697071870619, 0.00570782046983, 0.00481927388412, 0.00237074725278, 0.074757418049, 0.0195740940221, 
7, 7, 1, 0.979169877347, 3.62213853757e-05, 1.90106601531e-05, 0.00620627202478, 0.00263383298206, 0.000572099635746, 3.2192981207e-05, 1.9009568668e-05, 0.979169877347, 0.0004433829395, 0.0108681004756, 
4, 4, 1, 0.814752724586, 0.00205084190825, 0.00383448585973, 0.00500064155852, 0.0232438330554, 0.814752724586, 0.0864389538214, 0.00422635311984, 0.00368556482284, 0.013697882394, 0.0430687188742, 
6, 2, 0, 0.527470878429, 0.0082911641486, 0.00583761700602, 0.527470878429, 0.0428670369639, 0.0381708780891, 0.013658132628, 0.296763508443, 0.0518766210941, 0.00754299595728, 0.00752116724154, 
4, 4, 1, 0.996232674419, 6.19897217171e-05, 0.000138169695008, 0.00151409714211, 2.32752697653e-05, 0.996232674419, 1.05693417588e-05, 0.000121017314719, 0.000511575487645, 0.000158430296309, 0.00122820131148, 
3, 3, 1, 0.996252806352, 2.75459952827e-06, 2.7568219391e-06, 4.86904567714e-06, 0.996252806352, 2.7223325329e-06, 4.17933463475e-05, 1.91135381216e-06, 4.72017496532e-06, 0.00356873247614, 0.000116933497455, 
0, 0, 1, 0.996673766226, 0.996673766226, 1.45528205987e-05, 0.00157668598265, 7.77743739843e-05, 3.3458179819e-06, 0.000958874348346, 0.000548050859562, 5.88022684422e-06, 3.52719029574e-05, 0.00010579744116, 
7, 7, 1, 0.997451107813, 0.000109816382446, 1.29762837544e-06, 0.000159582389802, 0.00200591525176, 1.11319558977e-05, 7.64885345352e-06, 1.02257034636e-06, 0.997451107813, 5.12849173705e-06, 0.000247348663218, 
0, 0, 1, 0.999934055118, 0.999934055118, 3.35475419535e-08, 2.88051705402e-05, 1.24680569449e-06, 1.11100313913e-07, 8.78633820112e-06, 8.1724881697e-06, 1.94692240152e-08, 1.80407068028e-05, 7.29255605385e-07, 
2, 2, 1, 0.985936327905, 0.00605320558169, 9.18570659277e-06, 0.985936327905, 0.00726079047199, 2.36403392539e-05, 0.000459828610297, 0.000218723895423, 4.09283244386e-06, 3.20220624806e-05, 2.18259451008e-06, 
9, 9, 1, 0.47190223133, 0.000720520718562, 0.0065056198621, 0.00599097404205, 0.0366458459958, 0.000892751517911, 0.000950138222469, 0.000509188662547, 0.443270648596, 0.0326120810532, 0.47190223133, 
1, 1, 1, 0.987109556209, 8.92749400476e-06, 0.987109556209, 8.39724474006e-05, 0.00054372903733, 4.06943124467e-05, 0.00135677506604, 6.4772172107e-05, 0.000328824008084, 0.0101961001054, 0.000266649147853, 
7, 7, 1, 0.992944870524, 1.27076169029e-06, 0.000227107881768, 0.000289019586067, 0.000500995248531, 0.00178616113936, 1.35113258524e-05, 3.22544336024e-06, 0.992944870524, 0.000155963663724, 0.00407787442605, 
3, 3, 1, 0.972059332859, 0.000102732279858, 0.00181740428249, 0.000220736388474, 0.972059332859, 3.5057819461e-05, 0.0187634796944, 3.13146990946e-05, 2.21894514246e-05, 0.0066941421975, 0.00025361032819, 
2, 2, 1, 0.647213564428, 0.00357517376352, 0.00608877481272, 0.647213564428, 0.00696724813955, 0.00886499056933, 0.00420365497447, 0.00429704343977, 0.23197004682, 0.0081038400887, 0.0787156629633, 
9, 9, 1, 0.901780969618, 0.000172175761205, 0.00252394837766, 0.000748357834683, 0.00651525521678, 0.0166601128831, 0.00129145200336, 0.000144912525038, 0.0122158467825, 0.057946968998, 0.901780969618, 
7, 7, 1, 0.999862418284, 9.12536306627e-09, 4.42678586563e-09, 7.38137240707e-09, 1.07814335185e-08, 8.36864020627e-09, 6.3217245775e-09, 3.25076970397e-09, 0.999862418284, 1.73910775225e-05, 0.000120140982234, 
7, 7, 1, 0.809647926488, 0.000209366612315, 1.32626547286e-05, 0.00019859648904, 0.00164391177852, 0.00171678851645, 0.000653141432359, 1.6999661059e-05, 0.809647926488, 0.000177347630834, 0.185722658737, 
6, 6, 1, 0.986002262389, 0.000925899555119, 6.55636501772e-06, 0.00474234867063, 0.00017465323027, 0.0014604025051, 0.00572246979063, 0.986002262389, 5.18093634e-05, 0.000283872381316, 0.000629725749209, 
2, 2, 1, 0.999990558824, 3.25090854503e-11, 1.78156719027e-11, 0.999990558824, 4.68271050976e-06, 9.78313952901e-07, 5.74602171378e-08, 2.11617249949e-06, 4.21043814213e-08, 1.54428875439e-06, 2.00756159261e-08, 
7, 7, 1, 0.988013565103, 1.32603721791e-05, 1.49164376314e-06, 0.000200876368693, 0.000834641257486, 0.000176314991839, 4.92882046024e-05, 1.14307391455e-06, 0.988013565103, 4.9597666249e-05, 0.0106598213182, 
8, 8, 1, 0.991166207156, 5.01489953337e-05, 0.000143123320396, 0.000650921784399, 0.000139383535458, 0.000525139356619, 0.00617585761177, 0.000151059221634, 2.9888932273e-05, 0.991166207156, 0.000968270086362, 
4, 4, 1, 0.999890644068, 3.22528473296e-09, 2.27394737861e-09, 2.66860041678e-09, 5.37372218332e-09, 0.999890644068, 3.58447941865e-06, 5.27613781084e-06, 5.38872650897e-07, 5.00645494972e-05, 4.98783505879e-05, 
7, 7, 1, 0.999868192001, 3.26655913387e-08, 6.21800971041e-08, 1.2265519954e-07, 9.49089729182e-08, 6.44687490025e-08, 3.40507591908e-08, 2.32423497572e-08, 0.999868192001, 7.2842100426e-06, 0.000124089617155, 
3, 3, 1, 0.918279710928, 0.000220315092617, 2.66447211621e-05, 5.84213331509e-05, 0.918279710928, 0.000291323833977, 0.0780593058529, 0.000399261491371, 0.000393576196974, 0.000407304365378, 0.00186413618445, 
6, 6, 1, 0.999948915025, 1.58025679715e-07, 6.36894179503e-08, 2.69175911007e-07, 7.50541734643e-08, 4.63435729241e-07, 1.03645925418e-07, 0.999948915025, 6.7891482512e-06, 8.48093118739e-06, 3.46818685672e-05, 
1, 1, 1, 0.998008819533, 3.28878575758e-07, 0.998008819533, 0.000490694339881, 0.000287521883251, 6.62864541318e-05, 7.69431525009e-05, 8.21197288726e-05, 0.000117849414281, 0.000825017781773, 4.44188339321e-05, 
3, 3, 1, 0.998515139175, 5.23261176947e-07, 2.99500496096e-07, 4.37364893663e-07, 0.998515139175, 2.62054253337e-07, 0.0009439816361, 6.23152588314e-08, 7.07041349057e-06, 0.00043564820068, 9.65760791154e-05, 
6, 6, 1, 0.999936512623, 6.69580692537e-08, 9.21952459411e-08, 2.27122457889e-07, 7.93504608827e-08, 3.66439890322e-07, 1.32670478846e-07, 0.999936512623, 1.02459428456e-06, 4.43749971205e-05, 1.71230488569e-05, 
9, 9, 1, 0.451499138705, 0.00128650002022, 0.00994062567744, 0.0250318582293, 0.00691950690383, 0.436355714626, 0.0125935619398, 0.00277978330097, 0.0281469459445, 0.0254463646533, 0.451499138705, 
3, 3, 1, 0.999334931963, 1.04034207997e-07, 8.95424827347e-08, 1.07349581992e-07, 0.999334931963, 6.82721702788e-08, 0.000308593006804, 5.11820132304e-08, 1.40008258357e-05, 0.000149162750379, 0.000192891073597, 
1, 1, 1, 0.994761269386, 3.78359167532e-06, 0.994761269386, 0.00112439956197, 0.000265201253531, 7.64521378272e-05, 8.86472561226e-05, 9.96396425147e-05, 7.81427825993e-05, 0.00343444969728, 6.80146906436e-05, 
4, 4, 1, 0.998228888912, 6.25529519477e-07, 4.39580947356e-07, 8.09052895676e-07, 4.75861627934e-07, 0.998228888912, 5.74061573665e-07, 0.000209753798162, 0.000129199114693, 0.000433476167695, 0.000995757920476, 
1, 1, 1, 0.929724399523, 0.000203465107988, 0.929724399523, 0.00222914832022, 0.0155978308095, 0.00266630382254, 0.012848873485, 0.000408143109798, 0.016681765932, 0.00627941012239, 0.0133606597672, 
7, 7, 1, 0.938177320888, 0.000134214867535, 0.00201550888825, 0.00771468377972, 0.0112609832467, 0.000735272052078, 0.000699231523705, 0.000317401020827, 0.938177320888, 0.0221775234616, 0.0167678602718, 
6, 6, 1, 0.993089767288, 0.0020432431643, 1.04576131269e-05, 0.000986143434777, 6.41821550847e-06, 4.10053938834e-05, 0.00380672857726, 0.993089767288, 3.38259128806e-07, 1.41466573723e-05, 1.75139633473e-06, 
9, 9, 1, 0.99672600099, 2.1260535882e-06, 5.15611742737e-07, 8.32323889706e-05, 9.50348774906e-05, 0.000437731797844, 4.25254467468e-07, 4.40348770547e-07, 0.00251703117821, 0.000137461498899, 0.99672600099, 
6, 6, 1, 0.960274306761, 0.000589616211762, 0.0021094592521, 0.0223859538649, 0.00129677261541, 0.00681409600684, 0.00274605105484, 0.960274306761, 0.00136916156255, 0.00145017331275, 0.000964409358256, 
0, 0, 1, 0.996958514631, 0.996958514631, 5.42150555672e-06, 4.3268727444e-05, 1.17414391915e-05, 3.07942792766e-05, 0.0018384368276, 2.1246593464e-05, 5.93712121532e-06, 0.000842733004932, 0.000241905869967, 
5, 5, 1, 0.996385011092, 1.64630556293e-05, 3.02635894309e-06, 4.00862374119e-06, 0.000735203108142, 1.16208366025e-05, 0.996385011092, 1.16433261233e-06, 0.000428360878577, 0.0014297896485, 0.000985352065417, 
4, 4, 1, 0.999014262773, 3.36563933847e-05, 2.36608158663e-06, 0.000406944815433, 2.57400310931e-05, 0.999014262773, 1.03323029996e-05, 7.27381849937e-05, 0.000106137439091, 3.33891328987e-05, 0.000294432845828, 
9, 9, 1, 0.931451328182, 0.000610497614096, 0.000277820533284, 0.00905334996965, 0.0111823996941, 0.00907995285183, 0.0260276295158, 0.000689359370378, 0.00625722059999, 0.00537044166926, 0.931451328182, 
9, 9, 1, 0.987650717325, 4.14119509977e-05, 1.03193973883e-05, 0.000691374484195, 0.000518244439677, 0.0044906056359, 0.000106804415701, 5.62796939222e-05, 0.00482460249241, 0.00160964016463, 0.987650717325, 
2, 2, 1, 0.993097007975, 0.00168906561173, 7.56470017992e-06, 0.993097007975, 0.00404990217934, 0.000189931635307, 0.000341909370532, 0.000443212916234, 1.51105423757e-05, 0.00016339627509, 2.89879434402e-06, 
1, 1, 1, 0.957757958857, 0.00126551379061, 0.957757958857, 0.00713242592661, 0.00611641586992, 0.000235648876725, 0.00526694804617, 0.00698797161102, 0.000474438885738, 0.0142032917984, 0.000559386337742, 
9, 9, 1, 0.981110395727, 4.45064952665e-05, 3.92198309021e-05, 4.28877920467e-05, 0.000314256381311, 0.0168787358548, 0.000726810640486, 5.54945935527e-06, 0.000458251653471, 0.00037938616533, 0.981110395727, 
4, 4, 1, 0.986551498877, 0.000188403795981, 9.67082430572e-06, 0.000889995865612, 3.35901491129e-05, 0.986551498877, 5.53520171378e-05, 0.000792007857544, 0.00600068877855, 0.000134049402224, 0.00534474243269, 
8, 8, 1, 0.964454340935, 0.000374618907854, 0.000617602300838, 0.00130410476523, 0.0308562553655, 1.51289947964e-05, 0.00227511517079, 5.22127734926e-05, 4.783195248e-06, 0.964454340935, 4.58375907872e-05, 
7, 7, 1, 0.895964631749, 0.000143699358737, 0.0497353268877, 0.0135148048765, 0.0127062746747, 0.000263182942268, 0.00027199492305, 0.00014920868251, 0.895964631749, 0.00867800712928, 0.018572868776, 
3, 3, 1, 0.968515029033, 0.000221045831697, 0.00153742090184, 0.000269445529905, 0.968515029033, 3.88683190836e-05, 0.0247382965444, 6.3790927904e-05, 5.2928785243e-05, 0.00393694295294, 0.000626231174269, 
9, 9, 1, 0.989881926343, 5.77345604772e-06, 3.07508023501e-05, 0.000393434579795, 0.000392250430057, 0.00246536396837, 9.87582579171e-06, 1.05928449813e-05, 0.00605764424331, 0.000752387505855, 0.989881926343, 
7, 7, 1, 0.957092538417, 1.79251459471e-05, 0.000832490611659, 0.0246084896029, 0.00197896541691, 0.00128847772148, 3.56024958786e-05, 9.29294755483e-05, 0.957092538417, 0.000487827534606, 0.0135647535785, 
4, 4, 1, 0.912864893938, 0.000135295902809, 0.000362627579341, 0.00330867115958, 0.000232187271778, 0.912864893938, 0.00051898853199, 0.0137036158756, 0.00266766645196, 0.00344897967834, 0.0627570736108, 
4, 4, 1, 0.980017093778, 3.87821718232e-05, 0.000338415471965, 0.00240817065054, 0.00133419777229, 0.980017093778, 0.000269033524125, 0.00049022947031, 0.00122226042391, 0.00162207424601, 0.0122597424911, 
4, 4, 1, 0.999692451272, 1.05110534991e-06, 8.24121608268e-07, 0.000149024528983, 3.0725291435e-06, 0.999692451272, 2.23865133478e-06, 6.74550456014e-05, 1.60698438183e-05, 3.96687156435e-05, 2.81441864404e-05, 
9, 9, 1, 0.928891727402, 0.000370269254455, 0.000205642211045, 0.00123824606092, 0.00089408685699, 0.0379328261612, 0.000554109284692, 0.000319030184727, 0.027716109661, 0.00187795292252, 0.928891727402, 
2, 2, 1, 0.825471537544, 0.00921230849819, 0.00212108919179, 0.825471537544, 0.00449618884311, 0.00739089394164, 0.00490656869269, 0.0176641167756, 0.027674581218, 0.0312015401778, 0.0698611751171, 
5, 5, 1, 0.918547933541, 7.97443900139e-05, 2.69358041322e-06, 0.000114588773295, 0.0743356606924, 2.31548067587e-05, 0.918547933541, 1.59805956218e-05, 3.3962948034e-06, 0.00666583927711, 0.000211008048969, 
4, 4, 1, 0.858299116984, 0.00534419746183, 0.000171607797048, 0.0121691735358, 0.000228317096613, 0.858299116984, 0.00140184818669, 0.0910420875384, 0.00546595485692, 0.0146133540806, 0.0112643424623, 
